ID,logFC,Pvalue,group,direction,group.direction
DGKH,-0.750162675,7.43E-09,Transcriptomics,down,Transcriptomics.down
FLNC,-0.652688171,7.78E-09,Transcriptomics,down,Transcriptomics.down
SAA2,2.372066094,8.15E-09,Transcriptomics,up,Transcriptomics.up
BBC3,0.901700331,8.22E-09,Transcriptomics,up,Transcriptomics.up
TIMP1,0.661807578,8.45E-09,Transcriptomics,up,Transcriptomics.up
RIMS2,-2.411522363,8.59E-09,Transcriptomics,down,Transcriptomics.down
DANCR,-0.691245282,1.17E-08,Transcriptomics,down,Transcriptomics.down
CTSL,0.644334477,1.21E-08,Transcriptomics,up,Transcriptomics.up
IRF2,0.668110952,1.26E-08,Transcriptomics,up,Transcriptomics.up
RGCC,-0.835730049,1.32E-08,Transcriptomics,down,Transcriptomics.down
RP5-884M6.1,1.195491107,1.43E-08,Transcriptomics,up,Transcriptomics.up
S100A2,0.641216854,1.45E-08,Transcriptomics,up,Transcriptomics.up
ANKRD1,-0.643775606,1.70E-08,Transcriptomics,down,Transcriptomics.down
CDH4,-0.638877395,1.72E-08,Transcriptomics,down,Transcriptomics.down
SERINC2,-0.638407749,1.76E-08,Transcriptomics,down,Transcriptomics.down
MVP,0.637428658,1.79E-08,Transcriptomics,up,Transcriptomics.up
IL22RA1,2.092837212,2.07E-08,Transcriptomics,up,Transcriptomics.up
TMEM56,-0.684996887,2.16E-08,Transcriptomics,down,Transcriptomics.down
PDE4D,0.638529287,2.20E-08,Transcriptomics,up,Transcriptomics.up
KIAA1199,-0.682717564,2.20E-08,Transcriptomics,down,Transcriptomics.down
SRGN,0.647733903,2.47E-08,Transcriptomics,up,Transcriptomics.up
PLCE1,-0.647846497,2.51E-08,Transcriptomics,down,Transcriptomics.down
LAP3P2,1.730319569,2.55E-08,Transcriptomics,up,Transcriptomics.up
BACH1,0.630903518,2.64E-08,Transcriptomics,up,Transcriptomics.up
SUSD5,-0.824337999,2.66E-08,Transcriptomics,down,Transcriptomics.down
PARP3,0.647661916,3.09E-08,Transcriptomics,up,Transcriptomics.up
SLC25A22,0.631219956,3.16E-08,Transcriptomics,up,Transcriptomics.up
ZNF367,-0.641063072,3.21E-08,Transcriptomics,down,Transcriptomics.down
GADD45A,0.636728515,3.27E-08,Transcriptomics,up,Transcriptomics.up
MOXD1,-0.934342291,3.47E-08,Transcriptomics,down,Transcriptomics.down
RP11-875O11.3,1.222230301,3.72E-08,Transcriptomics,up,Transcriptomics.up
RGS4,-0.87774813,3.75E-08,Transcriptomics,down,Transcriptomics.down
BRI3BP,-0.664300277,3.86E-08,Transcriptomics,down,Transcriptomics.down
IGFBP6,0.64331504,4.82E-08,Transcriptomics,up,Transcriptomics.up
ADM2,0.88239036,5.11E-08,Transcriptomics,up,Transcriptomics.up
TNFAIP2,0.620115198,5.14E-08,Transcriptomics,up,Transcriptomics.up
HTATIP2,0.621174823,5.50E-08,Transcriptomics,up,Transcriptomics.up
CCDC80,-0.687571489,6.14E-08,Transcriptomics,down,Transcriptomics.down
MYD88,0.618580205,6.29E-08,Transcriptomics,up,Transcriptomics.up
RP3-368A4.5,-0.956803275,7.52E-08,Transcriptomics,down,Transcriptomics.down
KITLG,-0.832305471,7.57E-08,Transcriptomics,down,Transcriptomics.down
GINS1,-0.671342229,7.58E-08,Transcriptomics,down,Transcriptomics.down
KIAA0754,-0.618339102,7.65E-08,Transcriptomics,down,Transcriptomics.down
TMEM255B,0.667685298,9.37E-08,Transcriptomics,up,Transcriptomics.up
PPP1R15A,0.609542504,9.37E-08,Transcriptomics,up,Transcriptomics.up
ZNF385B,1.109435111,9.96E-08,Transcriptomics,up,Transcriptomics.up
ACTA2,1.114105991,1.11E-07,Transcriptomics,up,Transcriptomics.up
ERMP1,-0.753708615,1.19E-07,Transcriptomics,down,Transcriptomics.down
SKP2,-0.638109015,1.23E-07,Transcriptomics,down,Transcriptomics.down
PITPNM3,-0.62411928,1.30E-07,Transcriptomics,down,Transcriptomics.down
SFTA1P,-0.998743625,1.40E-07,Transcriptomics,down,Transcriptomics.down
CDC42SE2,0.602071542,1.50E-07,Transcriptomics,up,Transcriptomics.up
THEMIS2,0.916546766,1.50E-07,Transcriptomics,up,Transcriptomics.up
REC8,1.051877794,1.52E-07,Transcriptomics,up,Transcriptomics.up
GPRIN3,-1.524121715,1.61E-07,Transcriptomics,down,Transcriptomics.down
TRIB2,0.600660483,1.61E-07,Transcriptomics,up,Transcriptomics.up
NDNF,-0.780541249,1.67E-07,Transcriptomics,down,Transcriptomics.down
CXCL3,1.257069024,1.73E-07,Transcriptomics,up,Transcriptomics.up
TRAF1,0.618297233,1.82E-07,Transcriptomics,up,Transcriptomics.up
MYO15B,0.925634937,1.90E-07,Transcriptomics,up,Transcriptomics.up
HLA-L,1.061029884,1.96E-07,Transcriptomics,up,Transcriptomics.up
GLDN,2.24645808,1.99E-07,Transcriptomics,up,Transcriptomics.up
HDAC9,0.598805382,1.99E-07,Transcriptomics,up,Transcriptomics.up
XBP1,0.594764717,2.10E-07,Transcriptomics,up,Transcriptomics.up
SHISA5,0.592525669,2.44E-07,Transcriptomics,up,Transcriptomics.up
ITM2B,0.593718925,2.92E-07,Transcriptomics,up,Transcriptomics.up
SOCS1,1.193346162,3.20E-07,Transcriptomics,up,Transcriptomics.up
OTUD1,0.603901206,3.43E-07,Transcriptomics,up,Transcriptomics.up
NFKB2,0.58546359,3.72E-07,Transcriptomics,up,Transcriptomics.up
TCN1,1.364803873,3.76E-07,Transcriptomics,up,Transcriptomics.up
B3GNT7,-0.919180347,3.76E-07,Transcriptomics,down,Transcriptomics.down
GPR137C,-0.8323155,3.77E-07,Transcriptomics,down,Transcriptomics.down
HLA-DOB,1.59320732,3.77E-07,Transcriptomics,up,Transcriptomics.up
DRAM1,0.589073434,3.77E-07,Transcriptomics,up,Transcriptomics.up
DSEL,-0.845044629,3.82E-07,Transcriptomics,down,Transcriptomics.down
SEMA7A,-0.598056276,3.98E-07,Transcriptomics,down,Transcriptomics.down
TCN2,0.972099779,4.06E-07,Transcriptomics,up,Transcriptomics.up
RSAD2,2.658221594,4.27E-07,Transcriptomics,up,Transcriptomics.up
DST,-0.594187863,4.31E-07,Transcriptomics,down,Transcriptomics.down
PTX3,0.581896664,4.42E-07,Transcriptomics,up,Transcriptomics.up
MAMDC2,-0.79065465,4.64E-07,Transcriptomics,down,Transcriptomics.down
NALCN,-0.772111048,6.34E-07,Transcriptomics,down,Transcriptomics.down
GREB1L,-0.731120271,6.89E-07,Transcriptomics,down,Transcriptomics.down
SP140L,0.676929068,7.06E-07,Transcriptomics,up,Transcriptomics.up
RP11-981G7.6,-1.06293353,7.39E-07,Transcriptomics,down,Transcriptomics.down
TSC22D1,0.58914686,7.56E-07,Transcriptomics,up,Transcriptomics.up
OTUB2,0.590301023,7.77E-07,Transcriptomics,up,Transcriptomics.up
HYI,-0.60576311,7.90E-07,Transcriptomics,down,Transcriptomics.down
DUSP10,0.720615511,8.00E-07,Transcriptomics,up,Transcriptomics.up
TXNIP,0.589950333,8.52E-07,Transcriptomics,up,Transcriptomics.up
MYCT1,-0.930098913,8.59E-07,Transcriptomics,down,Transcriptomics.down
IL15,0.958495344,8.93E-07,Transcriptomics,up,Transcriptomics.up
LINC00705,-1.031733003,9.23E-07,Transcriptomics,down,Transcriptomics.down
CYP24A1,-0.651188482,9.97E-07,Transcriptomics,down,Transcriptomics.down
RAB4B,0.768714803,9.97E-07,Transcriptomics,up,Transcriptomics.up
CDCA7,-0.615743752,1.03E-06,Transcriptomics,down,Transcriptomics.down
THSD4,-0.583085888,1.06E-06,Transcriptomics,down,Transcriptomics.down
RP3-368A4.6,-1.055336869,1.08E-06,Transcriptomics,down,Transcriptomics.down
RP11-87H9.3,-1.232685389,1.15E-06,Transcriptomics,down,Transcriptomics.down
DSCC1,-0.628332289,1.17E-06,Transcriptomics,down,Transcriptomics.down
NNMT,0.825224574,1.23E-06,Transcriptomics,up,Transcriptomics.up
RP11-79H23.3,2.577796598,1.52E-06,Transcriptomics,up,Transcriptomics.up
TYRO3,-0.72527202,1.52E-06,Transcriptomics,down,Transcriptomics.down
CDC25A,-0.666648511,1.53E-06,Transcriptomics,down,Transcriptomics.down
C1orf110,-0.747378769,1.82E-06,Transcriptomics,down,Transcriptomics.down
USP18,1.638208075,1.93E-06,Transcriptomics,up,Transcriptomics.up
KREMEN1,0.763980901,1.95E-06,Transcriptomics,up,Transcriptomics.up
IRF7,0.608234106,2.02E-06,Transcriptomics,up,Transcriptomics.up
VPS9D1,0.63479821,2.18E-06,Transcriptomics,up,Transcriptomics.up
PSMA6P1,0.602006959,2.38E-06,Transcriptomics,up,Transcriptomics.up
KIAA1161,-0.70602174,2.42E-06,Transcriptomics,down,Transcriptomics.down
SQRDL,0.585625859,2.57E-06,Transcriptomics,up,Transcriptomics.up
ASB2,1.178135401,2.57E-06,Transcriptomics,up,Transcriptomics.up
LINC00941,0.582749063,2.69E-06,Transcriptomics,up,Transcriptomics.up
ALDH3A1,0.745936371,3.14E-06,Transcriptomics,up,Transcriptomics.up
NIPAL1,-0.584012744,3.36E-06,Transcriptomics,down,Transcriptomics.down
CCR1,1.353657712,3.58E-06,Transcriptomics,up,Transcriptomics.up
ATAD5,-0.600252205,3.58E-06,Transcriptomics,down,Transcriptomics.down
RIPK2,0.619690239,3.58E-06,Transcriptomics,up,Transcriptomics.up
TNFRSF1B,0.906296492,3.67E-06,Transcriptomics,up,Transcriptomics.up
GPR115,1.520608179,3.71E-06,Transcriptomics,up,Transcriptomics.up
LINC00641,-0.848372866,3.78E-06,Transcriptomics,down,Transcriptomics.down
C9orf169,0.933948221,4.44E-06,Transcriptomics,up,Transcriptomics.up
SHISA3,-0.711075392,4.53E-06,Transcriptomics,down,Transcriptomics.down
CRTAM,1.307549657,4.96E-06,Transcriptomics,up,Transcriptomics.up
THBS2,-0.687906815,5.18E-06,Transcriptomics,down,Transcriptomics.down
DRP2,-1.013042831,6.07E-06,Transcriptomics,down,Transcriptomics.down
PALM2,-0.878802722,7.07E-06,Transcriptomics,down,Transcriptomics.down
PLA2G4C,1.562064901,7.57E-06,Transcriptomics,up,Transcriptomics.up
HIST1H2BD,0.798930028,8.22E-06,Transcriptomics,up,Transcriptomics.up
BTC,1.000577474,8.96E-06,Transcriptomics,up,Transcriptomics.up
KLHL23,-0.594580091,9.05E-06,Transcriptomics,down,Transcriptomics.down
PLEKHG4B,1.195983444,9.61E-06,Transcriptomics,up,Transcriptomics.up
LINC00342,-1.018552537,1.06E-05,Transcriptomics,down,Transcriptomics.down
F2RL3,0.736497749,1.08E-05,Transcriptomics,up,Transcriptomics.up
SMPDL3B,1.497010128,1.18E-05,Transcriptomics,up,Transcriptomics.up
CETP,2.174341113,1.30E-05,Transcriptomics,up,Transcriptomics.up
HNRNPU-AS1,-0.813497756,1.30E-05,Transcriptomics,down,Transcriptomics.down
SLC41A2,0.581030871,1.34E-05,Transcriptomics,up,Transcriptomics.up
RBM24,-0.61349937,1.54E-05,Transcriptomics,down,Transcriptomics.down
ZNF488,-0.741238855,1.68E-05,Transcriptomics,down,Transcriptomics.down
SNCAIP,-1.443466165,1.74E-05,Transcriptomics,down,Transcriptomics.down
EDNRB,-0.618018468,1.74E-05,Transcriptomics,down,Transcriptomics.down
Sep-04,1.37689767,1.82E-05,Transcriptomics,up,Transcriptomics.up
AC108142.1,-0.913987906,1.84E-05,Transcriptomics,down,Transcriptomics.down
ANK3,-0.727203435,1.87E-05,Transcriptomics,down,Transcriptomics.down
PI16,0.982605389,1.87E-05,Transcriptomics,up,Transcriptomics.up
PLXDC2,-0.62170114,1.91E-05,Transcriptomics,down,Transcriptomics.down
FOXC1,0.599347858,2.07E-05,Transcriptomics,up,Transcriptomics.up
BAI2,-1.057391383,2.23E-05,Transcriptomics,down,Transcriptomics.down
GPR98,-0.758994713,2.41E-05,Transcriptomics,down,Transcriptomics.down
CHST9,-1.077119691,2.56E-05,Transcriptomics,down,Transcriptomics.down
ITGB3,-1.023662141,2.73E-05,Transcriptomics,down,Transcriptomics.down
MPP4,-0.931103665,2.81E-05,Transcriptomics,down,Transcriptomics.down
LRP4,-0.797087596,2.81E-05,Transcriptomics,down,Transcriptomics.down
PRDM1,0.847785238,2.91E-05,Transcriptomics,up,Transcriptomics.up
SLC22A18,0.611233186,2.94E-05,Transcriptomics,up,Transcriptomics.up
RPS6KA2,0.719881296,2.95E-05,Transcriptomics,up,Transcriptomics.up
SCUBE3,-0.782960994,3.21E-05,Transcriptomics,down,Transcriptomics.down
SLC43A2,0.834023013,3.24E-05,Transcriptomics,up,Transcriptomics.up
MYSM1,-0.632630646,3.34E-05,Transcriptomics,down,Transcriptomics.down
CCDC73,1.447560089,3.49E-05,Transcriptomics,up,Transcriptomics.up
CCNE2,-0.710897341,3.84E-05,Transcriptomics,down,Transcriptomics.down
ANO7P1,1.478172114,4.02E-05,Transcriptomics,up,Transcriptomics.up
HLA-G,1.714399202,4.03E-05,Transcriptomics,up,Transcriptomics.up
TRIML2,-0.872876785,4.04E-05,Transcriptomics,down,Transcriptomics.down
CADPS2,0.619191235,4.13E-05,Transcriptomics,up,Transcriptomics.up
LCK,-1.148927362,4.15E-05,Transcriptomics,down,Transcriptomics.down
ABHD16A,0.798898843,4.29E-05,Transcriptomics,up,Transcriptomics.up
APOBEC3D,0.799751445,4.68E-05,Transcriptomics,up,Transcriptomics.up
RP11-757G1.6,1.537518497,4.89E-05,Transcriptomics,up,Transcriptomics.up
TMEM150A,0.692149591,5.04E-05,Transcriptomics,up,Transcriptomics.up
KCNQ1OT1,-0.929930885,5.10E-05,Transcriptomics,down,Transcriptomics.down
C14orf37,-0.686918378,5.14E-05,Transcriptomics,down,Transcriptomics.down
SERTAD4-AS1,-0.826407012,5.57E-05,Transcriptomics,down,Transcriptomics.down
NPIPB5,-0.730728288,5.63E-05,Transcriptomics,down,Transcriptomics.down
PHF11,0.587122292,5.91E-05,Transcriptomics,up,Transcriptomics.up
HMGA1P1,0.58547424,5.91E-05,Transcriptomics,up,Transcriptomics.up
MYH15,-0.622430456,6.01E-05,Transcriptomics,down,Transcriptomics.down
HNF4G,0.854575214,6.34E-05,Transcriptomics,up,Transcriptomics.up
PLEKHA4,0.64989672,6.47E-05,Transcriptomics,up,Transcriptomics.up
RP11-412H8.2,-1.885624581,7.36E-05,Transcriptomics,down,Transcriptomics.down
WTIP,-0.708593903,7.45E-05,Transcriptomics,down,Transcriptomics.down
FCGBP,1.205565508,7.65E-05,Transcriptomics,up,Transcriptomics.up
CNGA1,-0.960861086,7.85E-05,Transcriptomics,down,Transcriptomics.down
CTD-2630F21.1,1.119056156,7.99E-05,Transcriptomics,up,Transcriptomics.up
Mar-01,-0.892426924,8.77E-05,Transcriptomics,down,Transcriptomics.down
LURAP1L,0.634137172,8.92E-05,Transcriptomics,up,Transcriptomics.up
ID4,0.800284925,9.37E-05,Transcriptomics,up,Transcriptomics.up
AC008440.10,0.862827958,0.000100579,Transcriptomics,up,Transcriptomics.up
ALPK1,0.640383385,0.00010256,Transcriptomics,up,Transcriptomics.up
MMAA,0.802530696,0.000106646,Transcriptomics,up,Transcriptomics.up
SEMA3E,-1.172038343,0.000107442,Transcriptomics,down,Transcriptomics.down
PRTG,-0.585156744,0.000110021,Transcriptomics,down,Transcriptomics.down
SOX5,1.119581885,0.000123237,Transcriptomics,up,Transcriptomics.up
SUN3,-0.853292835,0.000123436,Transcriptomics,down,Transcriptomics.down
RP11-164P12.4,-1.396625605,0.000144653,Transcriptomics,down,Transcriptomics.down
TATDN2P2,-1.042761019,0.000145212,Transcriptomics,down,Transcriptomics.down
ADAP1,0.819089992,0.000147652,Transcriptomics,up,Transcriptomics.up
KCNS3,-0.665437613,0.000181447,Transcriptomics,down,Transcriptomics.down
CTD-2267D19.3,0.697025595,0.000188553,Transcriptomics,up,Transcriptomics.up
HLA-K,0.613058739,0.000215539,Transcriptomics,up,Transcriptomics.up
MUSK,-0.912468604,0.000231291,Transcriptomics,down,Transcriptomics.down
RP11-460N11.2,-1.300952993,0.00023721,Transcriptomics,down,Transcriptomics.down
IL12A,0.934174293,0.000246349,Transcriptomics,up,Transcriptomics.up
SPINT1,-0.64705878,0.000248898,Transcriptomics,down,Transcriptomics.down
TBKBP1,0.668291656,0.000251876,Transcriptomics,up,Transcriptomics.up
ZCCHC5,-1.523991345,0.000252269,Transcriptomics,down,Transcriptomics.down
SBK3,0.966728374,0.000263012,Transcriptomics,up,Transcriptomics.up
VGLL3,-0.683223562,0.000282905,Transcriptomics,down,Transcriptomics.down
RP11-258C19.7,-0.826906494,0.000310372,Transcriptomics,down,Transcriptomics.down
C2orf48,-0.922089809,0.000313024,Transcriptomics,down,Transcriptomics.down
LRP2BP,-0.644332021,0.000325802,Transcriptomics,down,Transcriptomics.down
EDNRA,0.81488063,0.000354497,Transcriptomics,up,Transcriptomics.up
CTC-479C5.12,1.226398154,0.000359559,Transcriptomics,up,Transcriptomics.up
RASGRF1,-0.613885765,0.000366741,Transcriptomics,down,Transcriptomics.down
CTD-2547L24.3,1.392969403,0.000386966,Transcriptomics,up,Transcriptomics.up
CTD-2341M24.1,1.193579021,0.000396028,Transcriptomics,up,Transcriptomics.up
FAM83A,0.745985178,0.000421021,Transcriptomics,up,Transcriptomics.up
LINC00944,1.586890943,0.000442868,Transcriptomics,up,Transcriptomics.up
RAB37,0.934446188,0.00044497,Transcriptomics,up,Transcriptomics.up
RP11-403I13.8,0.663631344,0.000457058,Transcriptomics,up,Transcriptomics.up
PTPRH,0.656918938,0.000459953,Transcriptomics,up,Transcriptomics.up
UNC13A,1.59202566,0.000558522,Transcriptomics,up,Transcriptomics.up
EDN1,-0.713959041,0.000579839,Transcriptomics,down,Transcriptomics.down
ABCA6,1.611945139,0.000586861,Transcriptomics,up,Transcriptomics.up
RP11-799D4.4,1.324996969,0.000633463,Transcriptomics,up,Transcriptomics.up
BAK1P1,0.718691453,0.000644969,Transcriptomics,up,Transcriptomics.up
HRNR,-1.111826872,0.000645782,Transcriptomics,down,Transcriptomics.down
S100P,1.428857568,0.000684115,Transcriptomics,up,Transcriptomics.up
GCKR,0.679751903,0.00068477,Transcriptomics,up,Transcriptomics.up
CNTN5,-0.793748034,0.000707804,Transcriptomics,down,Transcriptomics.down
DCLK2,-0.713677019,0.000716104,Transcriptomics,down,Transcriptomics.down
CTB-176F20.3,-1.191738406,0.000732944,Transcriptomics,down,Transcriptomics.down
SSTR2,0.775461753,0.000836554,Transcriptomics,up,Transcriptomics.up
XXbac-BPG181B23.7,0.698414037,0.000853873,Transcriptomics,up,Transcriptomics.up
SCIN,0.836092107,0.000872266,Transcriptomics,up,Transcriptomics.up
MYO7B,-0.64270441,0.000924224,Transcriptomics,down,Transcriptomics.down
INPP5J,0.981824746,0.000932013,Transcriptomics,up,Transcriptomics.up
AP004372.1,-0.653350535,0.000990838,Transcriptomics,down,Transcriptomics.down
RP5-1057J7.6,-0.815169968,0.001004782,Transcriptomics,down,Transcriptomics.down
GLRB,-0.622474038,0.001015871,Transcriptomics,down,Transcriptomics.down
HSD3BP5,-1.238551795,0.001027813,Transcriptomics,down,Transcriptomics.down
RP11-60A8.1,-0.634401602,0.00104022,Transcriptomics,down,Transcriptomics.down
RP11-876N24.4,1.004413358,0.001104613,Transcriptomics,up,Transcriptomics.up
OBSCN,-0.654664202,0.001112677,Transcriptomics,down,Transcriptomics.down
GPR75,-1.013492968,0.001133722,Transcriptomics,down,Transcriptomics.down
RP11-566E18.3,-0.603660978,0.001141579,Transcriptomics,down,Transcriptomics.down
FAS,0.671719169,0.001148949,Transcriptomics,up,Transcriptomics.up
B3GALT4,0.729899813,0.001173733,Transcriptomics,up,Transcriptomics.up
KRT34,-0.844544489,0.001209941,Transcriptomics,down,Transcriptomics.down
GAS7,1.591509911,0.001299409,Transcriptomics,up,Transcriptomics.up
RP11-82L18.4,-0.769886782,0.00136763,Transcriptomics,down,Transcriptomics.down
PTGFRN,-0.765175243,0.001397859,Transcriptomics,down,Transcriptomics.down
OR7E22P,1.347822418,0.001406862,Transcriptomics,up,Transcriptomics.up
RP11-469H8.6,-1.091295344,0.001411386,Transcriptomics,down,Transcriptomics.down
LBX2-AS1,0.649764604,0.001422528,Transcriptomics,up,Transcriptomics.up
RBMS3-AS3,-1.173603858,0.001458446,Transcriptomics,down,Transcriptomics.down
HHIP-AS1,-0.761901439,0.001515482,Transcriptomics,down,Transcriptomics.down
RP11-146E13.4,-1.522417399,0.001529891,Transcriptomics,down,Transcriptomics.down
RPS3AP44,-1.455003996,0.001549132,Transcriptomics,down,Transcriptomics.down
ASS1,1.028138694,0.001594957,Transcriptomics,up,Transcriptomics.up
SDSL,0.647108277,0.001594957,Transcriptomics,up,Transcriptomics.up
SLC5A12,-0.978535976,0.001650726,Transcriptomics,down,Transcriptomics.down
RP11-876N24.5,0.934354208,0.00165259,Transcriptomics,up,Transcriptomics.up
AC016773.1,-0.846135208,0.001692454,Transcriptomics,down,Transcriptomics.down
BANK1,0.609042287,0.001700471,Transcriptomics,up,Transcriptomics.up
FLJ00104,-0.654292915,0.001736977,Transcriptomics,down,Transcriptomics.down
COBLL1,-0.690195599,0.001765226,Transcriptomics,down,Transcriptomics.down
MAP3K8,0.758148587,0.001771328,Transcriptomics,up,Transcriptomics.up
FIBCD1,-0.659603793,0.001776866,Transcriptomics,down,Transcriptomics.down
CSGALNACT1,0.76732522,0.001787734,Transcriptomics,up,Transcriptomics.up
RP11-224O19.2,-0.886396967,0.001879728,Transcriptomics,down,Transcriptomics.down
PGF,-0.822062064,0.001995779,Transcriptomics,down,Transcriptomics.down
HTR1D,-0.68417173,0.002009029,Transcriptomics,down,Transcriptomics.down
LMF1,0.723216004,0.002098541,Transcriptomics,up,Transcriptomics.up
EXPH5,-0.613015724,0.002106081,Transcriptomics,down,Transcriptomics.down
TENM2,-0.84492296,0.002124121,Transcriptomics,down,Transcriptomics.down
RNU1-59P,-0.897065784,0.002126215,Transcriptomics,down,Transcriptomics.down
CD177,-1.676360374,0.002126215,Transcriptomics,down,Transcriptomics.down
NUPR1,1.058608055,0.002139888,Transcriptomics,up,Transcriptomics.up
LENG9,0.679048548,0.002141942,Transcriptomics,up,Transcriptomics.up
IL7,0.735056045,0.002144885,Transcriptomics,up,Transcriptomics.up
FGF1,-0.607636625,0.002362874,Transcriptomics,down,Transcriptomics.down
PIWIL2,1.218170395,0.002380389,Transcriptomics,up,Transcriptomics.up
PSG5,-1.560667,0.002420965,Transcriptomics,down,Transcriptomics.down
AC116366.6,1.091213564,0.002427806,Transcriptomics,up,Transcriptomics.up
TTLL1,0.676228353,0.00245338,Transcriptomics,up,Transcriptomics.up
SYT9,-1.198092134,0.00248565,Transcriptomics,down,Transcriptomics.down
DHRS3,-1.476214617,0.002508249,Transcriptomics,down,Transcriptomics.down
ST7-AS1,0.86938336,0.002612863,Transcriptomics,up,Transcriptomics.up
PCOLCE2,-0.73807655,0.002660288,Transcriptomics,down,Transcriptomics.down
RBPMS2,-1.468926258,0.002761852,Transcriptomics,down,Transcriptomics.down
AC007743.1,-1.138416653,0.002777704,Transcriptomics,down,Transcriptomics.down
RP11-368P15.3,-0.933680868,0.002887298,Transcriptomics,down,Transcriptomics.down
NRCAM,-1.009711794,0.002898711,Transcriptomics,down,Transcriptomics.down
RP4-794H19.4,1.125793516,0.002950818,Transcriptomics,up,Transcriptomics.up
DERL3,-1.11688187,0.003000915,Transcriptomics,down,Transcriptomics.down
RP11-767N6.2,-1.131610193,0.003010894,Transcriptomics,down,Transcriptomics.down
DCAF4L1,-0.80157179,0.003024465,Transcriptomics,down,Transcriptomics.down
AC068039.4,-1.078011017,0.003287646,Transcriptomics,down,Transcriptomics.down
RP11-354K1.1,-1.369871172,0.00329604,Transcriptomics,down,Transcriptomics.down
DEXI,1.109911145,0.003321151,Transcriptomics,up,Transcriptomics.up
FGD4,-0.869446213,0.00359851,Transcriptomics,down,Transcriptomics.down
STC2,0.995999414,0.003607266,Transcriptomics,up,Transcriptomics.up
LCTL,-0.609139476,0.003607266,Transcriptomics,down,Transcriptomics.down
MYH16,-0.836443551,0.003638288,Transcriptomics,down,Transcriptomics.down
GFRA1,-0.903258773,0.003695034,Transcriptomics,down,Transcriptomics.down
OTOGL,1.252271034,0.003779893,Transcriptomics,up,Transcriptomics.up
RP11-599J14.2,-1.005554837,0.003797741,Transcriptomics,down,Transcriptomics.down
HIST1H2BN,1.05239032,0.003819286,Transcriptomics,up,Transcriptomics.up
MAK,-0.962949301,0.003877514,Transcriptomics,down,Transcriptomics.down
CDK5R1,-0.618224257,0.003971521,Transcriptomics,down,Transcriptomics.down
GALNT12,0.684653196,0.003990222,Transcriptomics,up,Transcriptomics.up
FAM26F,1.146535785,0.004008918,Transcriptomics,up,Transcriptomics.up
RP11-536O18.2,-1.330377504,0.004017982,Transcriptomics,down,Transcriptomics.down
DPY19L2P2,-0.601209977,0.004353817,Transcriptomics,down,Transcriptomics.down
TLR2,0.730228845,0.004454121,Transcriptomics,up,Transcriptomics.up
NEB,-0.998779366,0.004628759,Transcriptomics,down,Transcriptomics.down
CTC-378H22.1,0.825915841,0.004740086,Transcriptomics,up,Transcriptomics.up
CARD9,0.911573393,0.004799953,Transcriptomics,up,Transcriptomics.up
RP11-443P15.2,1.463768836,0.004851315,Transcriptomics,up,Transcriptomics.up
SYNC,0.928895324,0.004863749,Transcriptomics,up,Transcriptomics.up
RAB24,0.594098095,0.005179885,Transcriptomics,up,Transcriptomics.up
CTD-2015G9.2,-0.971551191,0.005275402,Transcriptomics,down,Transcriptomics.down
FAM160A1,-0.713675945,0.005275402,Transcriptomics,down,Transcriptomics.down
RP11-181E10.3,-1.011783928,0.005280527,Transcriptomics,down,Transcriptomics.down
GSDMC,1.507310976,0.005410937,Transcriptomics,up,Transcriptomics.up
NOSTRIN,-0.717057904,0.005519083,Transcriptomics,down,Transcriptomics.down
RUSC1-AS1,-0.598125435,0.005831746,Transcriptomics,down,Transcriptomics.down
FAM183A,-1.197593819,0.005840183,Transcriptomics,down,Transcriptomics.down
RND1,1.220742971,0.005943231,Transcriptomics,up,Transcriptomics.up
RPS2P7,-1.162408696,0.005998617,Transcriptomics,down,Transcriptomics.down
RP11-395I6.3,-1.385811054,0.006243635,Transcriptomics,down,Transcriptomics.down
VASH2,-0.61130768,0.006320518,Transcriptomics,down,Transcriptomics.down
EFCAB13,-0.725133134,0.00640845,Transcriptomics,down,Transcriptomics.down
MMP28,0.981582941,0.006441453,Transcriptomics,up,Transcriptomics.up
FAM101B,-1.519907213,0.006452346,Transcriptomics,down,Transcriptomics.down
TOB2P1,0.809748446,0.006661721,Transcriptomics,up,Transcriptomics.up
FAM65B,1.102362505,0.006883975,Transcriptomics,up,Transcriptomics.up
SDR16C5,0.693625086,0.006985501,Transcriptomics,up,Transcriptomics.up
PDE5A,-0.711387514,0.007041462,Transcriptomics,down,Transcriptomics.down
JHDM1D-AS1,1.105051956,0.007043535,Transcriptomics,up,Transcriptomics.up
ZNF876P,-1.290839221,0.007229713,Transcriptomics,down,Transcriptomics.down
RP11-334C17.5,0.950021616,0.007332677,Transcriptomics,up,Transcriptomics.up
AC000123.4,-0.840227675,0.007476456,Transcriptomics,down,Transcriptomics.down
FAM171A2,-0.603373918,0.007484093,Transcriptomics,down,Transcriptomics.down
CTD-2020K17.3,-1.32256249,0.007590828,Transcriptomics,down,Transcriptomics.down
MKX,0.660397813,0.007817968,Transcriptomics,up,Transcriptomics.up
RP11-385F5.4,-1.338326067,0.007907037,Transcriptomics,down,Transcriptomics.down
AC011893.3,-0.862929435,0.008075057,Transcriptomics,down,Transcriptomics.down
MIR600HG,-0.745144569,0.008426972,Transcriptomics,down,Transcriptomics.down
