Ensembl,Entry,UNIPROT,Chrom,Gene.Name,Biotype
ENSG00000169059,Q9NNX9,VCX3_HUMAN,X,VCX3A,protein_coding
ENSG00000205642,Q9H321,VCX3B_HUMAN,X,VCX3B,protein_coding
ENSG00000129864,O14598,VCY1_HUMAN,Y,VCY,protein_coding
ENSG00000129862,O14598,VCY1_HUMAN,Y,VCY1B,protein_coding
ENSG00000213585,P21796,VDAC1_HUMAN,5,VDAC1,protein_coding
ENSG00000200799,NA,NA,6,RNU6-770P,snRNA
ENSG00000207511,NA,NA,1,RNU6-771P,snRNA
ENSG00000251851,NA,NA,21,RNU6-772P,snRNA
ENSG00000201126,NA,NA,1,RNU6-773P,snRNA
ENSG00000200108,NA,NA,4,RNU6-774P,snRNA
ENSG00000238619,NA,NA,2,RNU6-775P,snRNA
ENSG00000201273,NA,NA,1,RNU6-776P,snRNA
ENSG00000201135,NA,NA,1,RNU6-777P,snRNA
ENSG00000200139,NA,NA,1,RNU6-778P,snRNA
ENSG00000252418,NA,NA,11,RNU6-779P,snRNA
ENSG00000222486,NA,NA,13,RNU6-77P,snRNA
ENSG00000212332,NA,NA,10,RNU6-780P,snRNA
ENSG00000165637,P45880,VDAC2_HUMAN,10,VDAC2,protein_coding
ENSG00000252186,NA,NA,12,RNU6-781P,snRNA
ENSG00000078668,Q9Y277,VDAC3_HUMAN,8,VDAC3,protein_coding
ENSG00000252661,NA,NA,19,RNU6-782P,snRNA
ENSG00000111424,P11473,VDR_HUMAN,12,VDR,protein_coding
ENSG00000112715,P15692,VEGFA_HUMAN,6,VEGFA,protein_coding
ENSG00000173511,P49765,VEGFB_HUMAN,11,VEGFB,protein_coding
ENSG00000150630,P49767,VEGFC_HUMAN,4,VEGFC,protein_coding
ENSG00000151650,O95231,VENTX_HUMAN,10,VENTX,protein_coding
ENSG00000252519,NA,NA,11,RNU6-783P,snRNA
ENSG00000207058,NA,NA,4,RNU6-784P,snRNA
ENSG00000223256,NA,NA,9,RNU6-785P,snRNA
ENSG00000252658,NA,NA,6,RNU6-786P,snRNA
ENSG00000206759,NA,NA,3,RNU6-787P,snRNA
ENSG00000212269,NA,NA,3,RNU6-788P,snRNA
ENSG00000197415,Q14D04,MELT_HUMAN,3,VEPH1,protein_coding
ENSG00000136451,Q14119,VEZF1_HUMAN,17,VEZF1,protein_coding
ENSG00000252914,NA,NA,3,RNU6-789P,snRNA
ENSG00000028203,Q9HBM0,VEZA_HUMAN,12,VEZT,protein_coding
ENSG00000128564,O15240,VGF_HUMAN,7,VGF,protein_coding
ENSG00000102243,Q99990,VGLL1_HUMAN,X,VGLL1,protein_coding
ENSG00000170162,Q8N8G2,VGLL2_HUMAN,6,VGLL2,protein_coding
ENSG00000206538,A8MV65,VGLL3_HUMAN,3,VGLL3,protein_coding
ENSG00000144560,Q14135,VGLL4_HUMAN,3,VGLL4,protein_coding
ENSG00000134086,P40337,VHL_HUMAN,3,VHL,protein_coding
ENSG00000189030,Q6RSH7,VHLL_HUMAN,1,VHLL,protein_coding
ENSG00000127831,P09327,VILI_HUMAN,2,VIL1,protein_coding
ENSG00000136059,O15195,VILL_HUMAN,3,VILL,protein_coding
ENSG00000026025,P08670,VIME_HUMAN,10,VIM,protein_coding
ENSG00000199767,NA,NA,13,RNU6-78P,snRNA
ENSG00000131871,Q9BQE4,SELS_HUMAN,15,VIMP,protein_coding
ENSG00000207208,NA,NA,14,RNU6-790P,snRNA
ENSG00000146469,P01282,VIP_HUMAN,6,VIP,protein_coding
ENSG00000151445,Q9H9C1,SPE39_HUMAN,14,VIPAS39,protein_coding
ENSG00000114812,P32241,VIPR1_HUMAN,3,VIPR1,protein_coding
ENSG00000222399,NA,NA,1,RNU6-791P,snRNA
ENSG00000106018,P41587,VIPR2_HUMAN,7,VIPR2,protein_coding
ENSG00000205221,Q6UXI7,VITRN_HUMAN,2,VIT,protein_coding
ENSG00000167397,Q9BQB6,VKOR1_HUMAN,16,VKORC1,protein_coding
ENSG00000196715,Q8N0U8,VKORL_HUMAN,7,VKORC1L1,protein_coding
ENSG00000147852,P98155,VLDLR_HUMAN,9,VLDLR,protein_coding
ENSG00000160131,Q3ZAQ7,VMA21_HUMAN,X,VMA21,protein_coding
ENSG00000187650,Q2NL98,VMAC_HUMAN,19,VMAC,protein_coding
ENSG00000182853,Q7Z5L0,VMO1_HUMAN,17,VMO1,protein_coding
ENSG00000062716,Q96GC9,VMP1_HUMAN,17,VMP1,protein_coding
ENSG00000178201,Q9GZP7,VN1R1_HUMAN,19,VN1R1,protein_coding
ENSG00000200360,NA,NA,1,RNU6-792P,snRNA
ENSG00000206960,NA,NA,6,RNU6-793P,snRNA
ENSG00000253070,NA,NA,10,RNU6-794P,snRNA
ENSG00000252132,NA,NA,10,RNU6-795P,snRNA
ENSG00000212388,NA,NA,15,RNU6-796P,snRNA
ENSG00000199971,NA,NA,7,RNU6-797P,snRNA
ENSG00000252721,NA,NA,9,RNU6-798P,snRNA
ENSG00000200437,NA,NA,17,RNU6-799P,snRNA
ENSG00000199381,NA,NA,13,RNU6-79P,snRNA
ENSG00000202337,NA,NA,14,RNU6-8,snRNA
ENSG00000207202,NA,NA,X,RNU6-800P,snRNA
ENSG00000196131,Q8NFZ6,VN1R2_HUMAN,19,VN1R2,protein_coding
ENSG00000200957,NA,NA,6,RNU6-801P,snRNA
ENSG00000207141,NA,NA,14,RNU6-802P,snRNA
ENSG00000251843,NA,NA,19,RNU6-803P,snRNA
ENSG00000207013,NA,NA,5,RNU6-804P,snRNA
ENSG00000202513,NA,NA,10,RNU6-805P,snRNA
ENSG00000202017,NA,NA,5,RNU6-806P,snRNA
ENSG00000252614,NA,NA,15,RNU6-807P,snRNA
ENSG00000212535,NA,NA,12,RNU6-808P,snRNA
ENSG00000207190,NA,NA,1,RNU6-809P,snRNA
ENSG00000206922,NA,NA,13,RNU6-80P,snRNA
ENSG00000200871,NA,NA,22,RNU6-810P,snRNA
ENSG00000206796,NA,NA,10,RNU6-811P,snRNA
ENSG00000200048,NA,NA,2,RNU6-812P,snRNA
ENSG00000228567,Q7Z5H5,VN1R4_HUMAN,19,VN1R4,protein_coding
ENSG00000207422,NA,NA,6,RNU6-813P,snRNA
ENSG00000222348,NA,NA,3,RNU6-814P,snRNA
ENSG00000206807,NA,NA,3,RNU6-815P,snRNA
ENSG00000212216,NA,NA,22,RNU6-816P,snRNA
ENSG00000212385,NA,NA,1,RNU6-817P,snRNA
ENSG00000201707,NA,NA,4,RNU6-818P,snRNA
ENSG00000200986,NA,NA,8,RNU6-819P,snRNA
ENSG00000202478,NA,NA,13,RNU6-81P,snRNA
ENSG00000207000,NA,NA,9,RNU6-820P,snRNA
ENSG00000212297,NA,NA,3,RNU6-821P,snRNA
ENSG00000199577,NA,NA,3,RNU6-822P,snRNA
ENSG00000212344,NA,NA,3,RNU6-823P,snRNA
ENSG00000200594,NA,NA,6,RNU6-824P,snRNA
ENSG00000252636,NA,NA,17,RNU6-826P,snRNA
ENSG00000202423,NA,NA,2,RNU6-827P,snRNA
ENSG00000201746,NA,NA,1,RNU6-828P,snRNA
ENSG00000200570,NA,NA,9,RNU6-829P,snRNA
ENSG00000200840,NA,NA,13,RNU6-82P,snRNA
ENSG00000252162,NA,NA,1,RNU6-830P,snRNA
ENSG00000207278,NA,NA,18,RNU6-831P,snRNA
ENSG00000200189,NA,NA,7,RNU6-832P,snRNA
ENSG00000200356,NA,NA,10,RNU6-833P,snRNA
ENSG00000199237,NA,NA,12,RNU6-834P,snRNA
ENSG00000252783,NA,NA,14,RNU6-835P,snRNA
ENSG00000199790,NA,NA,4,RNU6-836P,snRNA
ENSG00000212358,NA,NA,12,RNU6-837P,snRNA
ENSG00000200269,NA,NA,4,RNU6-838P,snRNA
ENSG00000200217,NA,NA,10,RNU6-839P,snRNA
ENSG00000207298,NA,NA,13,RNU6-83P,snRNA
ENSG00000253084,NA,NA,17,RNU6-840P,snRNA
ENSG00000206599,NA,NA,19,RNU6-841P,snRNA
ENSG00000206996,NA,NA,8,RNU6-842P,snRNA
ENSG00000207183,NA,NA,2,RNU6-843P,snRNA
ENSG00000252984,NA,NA,15,RNU6-844P,snRNA
ENSG00000199448,NA,NA,16,RNU6-845P,snRNA
ENSG00000252518,NA,NA,2,RNU6-846P,snRNA
ENSG00000223047,NA,NA,10,RNU6-847P,snRNA
ENSG00000251757,NA,NA,2,RNU6-848P,snRNA
ENSG00000206818,NA,NA,7,RNU6-849P,snRNA
ENSG00000252743,NA,NA,6,RNU6-850P,snRNA
ENSG00000207295,NA,NA,2,RNU6-851P,snRNA
ENSG00000252463,NA,NA,14,RNU6-852P,snRNA
ENSG00000201176,NA,NA,4,RNU6-853P,snRNA
ENSG00000112299,O95497,VNN1_HUMAN,6,VNN1,protein_coding
ENSG00000112303,O95498,VNN2_HUMAN,6,VNN2,protein_coding
ENSG00000093134,Q9NY84,VNN3_HUMAN,6,VNN3,protein_coding
ENSG00000154978,Q96AW1,VOPP1_HUMAN,7,VOPP1,protein_coding
ENSG00000145041,Q9Y4B6,DCAF1_HUMAN,3,VPRBP,protein_coding
ENSG00000169575,P12018,VPREB_HUMAN,22,VPREB1,protein_coding
ENSG00000128218,Q9UKI3,VPRE3_HUMAN,22,VPREB3,protein_coding
ENSG00000160695,Q9H270,VPS11_HUMAN,11,VPS11,protein_coding
ENSG00000197969,Q96RL7,VP13A_HUMAN,9,VPS13A,protein_coding
ENSG00000200906,NA,NA,X,RNU6-854P,snRNA
ENSG00000132549,Q7Z7G8,VP13B_HUMAN,8,VPS13B,protein_coding
ENSG00000129003,Q709C8,VP13C_HUMAN,15,VPS13C,protein_coding
ENSG00000048707,Q5THJ4,VP13D_HUMAN,1,VPS13D,protein_coding
ENSG00000215305,Q9H269,VPS16_HUMAN,20,VPS16,protein_coding
ENSG00000104142,Q9P253,VPS18_HUMAN,15,VPS18,protein_coding
ENSG00000131475,Q9BRG1,VPS25_HUMAN,17,VPS25,protein_coding
ENSG00000222327,NA,NA,9,RNU6-855P,snRNA
ENSG00000122958,O75436,VP26A_HUMAN,10,VPS26A,protein_coding
ENSG00000252768,NA,NA,3,RNU6-856P,snRNA
ENSG00000151502,Q4G0F5,VP26B_HUMAN,11,VPS26B,protein_coding
ENSG00000251702,NA,NA,18,RNU6-857P,snRNA
ENSG00000160948,Q9UK41,VPS28_HUMAN,8,VPS28,protein_coding
ENSG00000111237,Q9UBQ0,VPS29_HUMAN,12,VPS29,protein_coding
ENSG00000139719,Q96AX1,VP33A_HUMAN,12,VPS33A,protein_coding
ENSG00000184056,Q9H267,VP33B_HUMAN,15,VPS33B,protein_coding
ENSG00000069329,Q96QK1,VPS35_HUMAN,16,VPS35,protein_coding
ENSG00000136100,Q86VN1,VPS36_HUMAN,13,VPS36,protein_coding
ENSG00000155975,Q8NEZ2,VP37A_HUMAN,8,VPS37A,protein_coding
ENSG00000139722,Q9H9H4,VP37B_HUMAN,12,VPS37B,protein_coding
ENSG00000167987,A5D8V6,VP37C_HUMAN,11,VPS37C,protein_coding
ENSG00000176428,Q86XT2,VP37D_HUMAN,7,VPS37D,protein_coding
ENSG00000166887,Q96JC1,VPS39_HUMAN,15,VPS39,protein_coding
ENSG00000006715,P49754,VPS41_HUMAN,7,VPS41,protein_coding
ENSG00000136631,Q9NRW7,VPS45_HUMAN,1,VPS45,protein_coding
ENSG00000132612,Q9UN37,VPS4A_HUMAN,16,VPS4A,protein_coding
ENSG00000119541,O75351,VPS4B_HUMAN,18,VPS4B,protein_coding
ENSG00000149823,Q9UID3,VPS51_HUMAN,11,VPS51,protein_coding
ENSG00000223501,Q8N1B4,VPS52_HUMAN,6,VPS52,protein_coding
ENSG00000141252,Q5VIR6,VPS53_HUMAN,17,VPS53,protein_coding
ENSG00000143952,Q9P1Q0,VPS54_HUMAN,2,VPS54,protein_coding
ENSG00000163159,Q15906,VPS72_HUMAN,1,VPS72,protein_coding
ENSG00000156931,Q8N3P4,VPS8_HUMAN,3,VPS8,protein_coding
ENSG00000075399,Q9Y2B5,VP9D1_HUMAN,16,VPS9D1,protein_coding
ENSG00000199306,NA,NA,3,RNU6-858P,snRNA
ENSG00000100749,Q99986,VRK1_HUMAN,14,VRK1,protein_coding
ENSG00000028116,Q86Y07,VRK2_HUMAN,2,VRK2,protein_coding
ENSG00000105053,Q8IV63,VRK3_HUMAN,19,VRK3,protein_coding
ENSG00000133980,Q9H8Y1,VRTN_HUMAN,14,VRTN,protein_coding
ENSG00000101842,Q86XK7,VSIG1_HUMAN,X,VSIG1,protein_coding
ENSG00000176834,Q8N0Z9,VSI10_HUMAN,12,VSIG10,protein_coding
ENSG00000186806,Q86VR7,VS10L_HUMAN,19,VSIG10L,protein_coding
ENSG00000019102,Q96IQ7,VSIG2_HUMAN,11,VSIG2,protein_coding
ENSG00000155659,Q9Y279,VSIG4_HUMAN,X,VSIG4,protein_coding
ENSG00000243284,P0DPA2,VSIG8_HUMAN,1,VSIG8,protein_coding
ENSG00000163032,P62760,VISL1_HUMAN,2,VSNL1,protein_coding
ENSG00000189068,Q6UX27,VSTM1_HUMAN,19,VSTM1,protein_coding
ENSG00000170419,Q8TAG5,VTM2A_HUMAN,7,VSTM2A,protein_coding
ENSG00000187135,A6NLU5,VTM2B_HUMAN,19,VSTM2B,protein_coding
ENSG00000132821,Q96N03,VTM2L_HUMAN,20,VSTM2L,protein_coding
ENSG00000165633,Q8IW00,VSTM4_HUMAN,10,VSTM4,protein_coding
ENSG00000214376,A8MXK1,VSTM5_HUMAN,11,VSTM5,protein_coding
ENSG00000100987,Q9NZR4,VSX1_HUMAN,20,VSX1,protein_coding
ENSG00000119614,P58304,VSX2_HUMAN,14,VSX2,protein_coding
ENSG00000009844,Q9NP79,VTA1_HUMAN,6,VTA1,protein_coding
ENSG00000134258,Q7Z7D3,VTCN1_HUMAN,1,VTCN1,protein_coding
ENSG00000151532,Q96AJ9,VTI1A_HUMAN,10,VTI1A,protein_coding
ENSG00000100568,Q9UEU0,VTI1B_HUMAN,14,VTI1B,protein_coding
ENSG00000199598,NA,NA,21,RNU6-859P,snRNA
ENSG00000222792,NA,NA,3,RNU6-860P,snRNA
ENSG00000252554,NA,NA,6,RNU6-861P,snRNA
ENSG00000199674,NA,NA,17,RNU6-862P,snRNA
ENSG00000109072,P04004,VTNC_HUMAN,17,VTN,protein_coding
ENSG00000251798,NA,NA,7,RNU6-863P,snRNA
ENSG00000252065,NA,NA,14,RNU6-864P,snRNA
ENSG00000201642,NA,NA,3,RNU6-865P,snRNA
ENSG00000252278,NA,NA,17,RNU6-866P,snRNA
ENSG00000201826,NA,NA,X,RNU6-867P,snRNA
ENSG00000253050,NA,NA,4,RNU6-868P,snRNA
ENSG00000179403,Q6PCB0,VWA1_HUMAN,1,VWA1,protein_coding
ENSG00000165816,Q5GFL6,VWA2_HUMAN,10,VWA2,protein_coding
ENSG00000175267,A6NCI4,VWA3A_HUMAN,16,VWA3A,protein_coding
ENSG00000168658,Q502W6,VWA3B_HUMAN,2,VWA3B,protein_coding
ENSG00000110002,O00534,VMA5A_HUMAN,11,VWA5A,protein_coding
ENSG00000158816,Q5TIE3,VW5B1_HUMAN,1,VWA5B1,protein_coding
ENSG00000145198,Q8N398,VW5B2_HUMAN,3,VWA5B2,protein_coding
ENSG00000204396,Q9Y334,VWA7_HUMAN,6,VWA7,protein_coding
ENSG00000102763,A3KMH1,VWA8_HUMAN,13,VWA8,protein_coding
ENSG00000207138,NA,NA,8,RNU6-869P,snRNA
ENSG00000138614,Q96SY0,INT14_HUMAN,15,VWA9,protein_coding
ENSG00000188730,Q2TAL6,VWC2_HUMAN,7,VWC2,protein_coding
ENSG00000174453,B2RUY7,VWC2L_HUMAN,2,VWC2L,protein_coding
ENSG00000252803,NA,NA,1,RNU6-870P,snRNA
ENSG00000167992,Q96DN2,VWCE_HUMAN,11,VWCE,protein_coding
ENSG00000146530,Q8N2E2,VWDE_HUMAN,7,VWDE,protein_coding
ENSG00000110799,P04275,VWF_HUMAN,12,VWF,protein_coding
ENSG00000251931,NA,NA,12,RNU6-871P,snRNA
ENSG00000095787,Q9BTA9,WAC_HUMAN,10,WAC,protein_coding
ENSG00000251894,NA,NA,21,RNU6-872P,snRNA
ENSG00000062650,Q7Z5K2,WAPL_HUMAN,10,WAPAL,protein_coding
ENSG00000140105,P23381,SYWC_HUMAN,14,WARS,protein_coding
ENSG00000116874,Q9UGM6,SYWM_HUMAN,1,WARS2,protein_coding
ENSG00000200703,NA,NA,3,RNU6-873P,snRNA
ENSG00000199260,NA,NA,11,RNU6-874P,snRNA
ENSG00000015285,P42768,WASP_HUMAN,X,WAS,protein_coding
ENSG00000112290,Q92558,WASF1_HUMAN,6,WASF1,protein_coding
ENSG00000158195,Q9Y6W5,WASF2_HUMAN,1,WASF2,protein_coding
ENSG00000132970,Q9UPY6,WASF3_HUMAN,13,WASF3,protein_coding
ENSG00000252297,NA,NA,8,RNU6-875P,snRNA
ENSG00000212597,NA,NA,11,RNU6-876P,snRNA
ENSG00000206595,NA,NA,1,RNU6-877P,snRNA
ENSG00000207308,NA,NA,11,RNU6-878P,snRNA
ENSG00000201198,NA,NA,12,RNU6-879P,snRNA
ENSG00000207256,NA,NA,1,RNU6-880P,snRNA
ENSG00000252622,NA,NA,9,RNU6-881P,snRNA
ENSG00000182484,A0A7I2YQU6,A0A7I2YQU6_HUMAN,X,WASH6P,pseudogene
ENSG00000212327,NA,NA,3,RNU6-882P,snRNA
ENSG00000207327,NA,NA,10,RNU6-883P,snRNA
ENSG00000200759,NA,NA,1,RNU6-884P,snRNA
ENSG00000106299,O00401,WASL_HUMAN,7,WASL,protein_coding
ENSG00000239779,Q96G27,WBP1_HUMAN,2,WBP1,protein_coding
ENSG00000084463,Q9Y2W2,WBP11_HUMAN,12,WBP11,protein_coding
ENSG00000252416,NA,NA,10,RNU6-885P,snRNA
ENSG00000166272,Q9NX94,WBP1L_HUMAN,10,WBP1L,protein_coding
ENSG00000207046,NA,NA,14,RNU6-886P,snRNA
ENSG00000222592,NA,NA,4,RNU6-887P,snRNA
ENSG00000199880,NA,NA,5,RNU6-888P,snRNA
ENSG00000252998,NA,NA,10,RNU6-889P,snRNA
ENSG00000206848,NA,NA,6,RNU6-890P,snRNA
ENSG00000207007,NA,NA,4,RNU6-891P,snRNA
ENSG00000222267,NA,NA,8,RNU6-892P,snRNA
ENSG00000132471,Q969T9,WBP2_HUMAN,17,WBP2,protein_coding
ENSG00000183066,Q6ICG8,WBP2L_HUMAN,22,WBP2NL,protein_coding
ENSG00000238444,NA,NA,11,RNU6-893P,snRNA
ENSG00000120688,O75554,WBP4_HUMAN,13,WBP4,protein_coding
ENSG00000185222,Q9UHQ7,TCAL9_HUMAN,X,WBP5,protein_coding
ENSG00000252903,NA,NA,X,RNU6-894P,snRNA
ENSG00000185274,Q6IS24,GLT17_HUMAN,7,WBSCR17,protein_coding
ENSG00000071462,O43709,BUD23_HUMAN,7,WBSCR22,protein_coding
ENSG00000165171,Q8N6F8,MET27_HUMAN,7,WBSCR27,protein_coding
ENSG00000175877,Q6UE05,TM270_HUMAN,7,WBSCR28,protein_coding
ENSG00000085449,Q8IWB7,WDFY1_HUMAN,2,WDFY1,protein_coding
ENSG00000139668,Q96P53,WDFY2_HUMAN,13,WDFY2,protein_coding
ENSG00000163625,Q8IZQ1,WDFY3_HUMAN,4,WDFY3,protein_coding
ENSG00000206852,NA,NA,8,RNU6-895P,snRNA
ENSG00000199246,NA,NA,6,RNU6-896P,snRNA
ENSG00000128815,Q6ZS81,WDFY4_HUMAN,10,WDFY4,protein_coding
ENSG00000198554,O75717,WDHD1_HUMAN,14,WDHD1,protein_coding
ENSG00000143951,O95876,FRITZ_HUMAN,2,WDPCP,protein_coding
ENSG00000071127,O75083,WDR1_HUMAN,4,WDR1,protein_coding
ENSG00000120008,Q9BZH6,WDR11_HUMAN,10,WDR11,protein_coding
ENSG00000252944,NA,NA,6,RNU6-897P,snRNA
ENSG00000138442,Q9GZL7,WDR12_HUMAN,2,WDR12,protein_coding
ENSG00000101940,Q9H1Z4,WDR13_HUMAN,X,WDR13,protein_coding
ENSG00000166596,Q8N1V2,CFA52_HUMAN,17,WDR16,protein_coding
ENSG00000150627,Q8IZU2,WDR17_HUMAN,4,WDR17,protein_coding
ENSG00000065268,Q9BV38,WDR18_HUMAN,19,WDR18,protein_coding
ENSG00000157796,Q8NEZ3,WDR19_HUMAN,4,WDR19,protein_coding
ENSG00000140153,Q8TBZ3,WDR20_HUMAN,14,WDR20,protein_coding
ENSG00000127580,Q96S15,WDR24_HUMAN,16,WDR24,protein_coding
ENSG00000176473,Q64LD2,WDR25_HUMAN,14,WDR25,protein_coding
ENSG00000162923,Q9H7D7,WDR26_HUMAN,1,WDR26,protein_coding
ENSG00000184465,A2RRH5,WDR27_HUMAN,6,WDR27,protein_coding
ENSG00000065183,Q9UNX4,WDR3_HUMAN,1,WDR3,protein_coding
ENSG00000148225,Q8NA23,WDR31_HUMAN,9,WDR31,protein_coding
ENSG00000136709,Q9C0J8,WDR33_HUMAN,2,WDR33,protein_coding
ENSG00000119333,Q96EX3,DC2I2_HUMAN,9,WDR34,protein_coding
ENSG00000118965,Q9P2L0,WDR35_HUMAN,2,WDR35,protein_coding
ENSG00000134987,Q8NI36,WDR36_HUMAN,5,WDR36,protein_coding
ENSG00000047056,Q9Y2I8,WDR37_HUMAN,10,WDR37,protein_coding
ENSG00000136918,Q5JTN6,WDR38_HUMAN,9,WDR38,protein_coding
ENSG00000160193,P57081,WDR4_HUMAN,21,WDR4,protein_coding
ENSG00000164253,Q9HAD4,WDR41_HUMAN,5,WDR41,protein_coding
ENSG00000163811,Q15061,WDR43_HUMAN,2,WDR43,protein_coding
ENSG00000131725,Q5JSH3,WDR44_HUMAN,X,WDR44,protein_coding
ENSG00000196998,Q9Y484,WIPI4_HUMAN,X,WDR45,protein_coding
ENSG00000141580,Q5MNZ6,WIPI3_HUMAN,17,WDR45B,protein_coding
ENSG00000227057,H0Y6G3,H0Y6G3_HUMAN,6,WDR46,protein_coding
ENSG00000085433,O94967,WDR47_HUMAN,1,WDR47,protein_coding
ENSG00000114742,Q8TAF3,WDR48_HUMAN,3,WDR48,protein_coding
ENSG00000174776,Q8IV35,WDR49_HUMAN,3,WDR49,protein_coding
ENSG00000196363,P61964,WDR5_HUMAN,9,WDR5,protein_coding
ENSG00000206530,Q96MT7,CFA44_HUMAN,3,WDR52,protein_coding
ENSG00000202497,NA,NA,16,RNU6-898P,snRNA
ENSG00000185798,Q7Z5U6,WDR53_HUMAN,3,WDR53,protein_coding
ENSG00000005448,Q9H977,WDR54_HUMAN,2,WDR54,protein_coding
ENSG00000120314,Q9H6Y2,WDR55_HUMAN,5,WDR55,protein_coding
ENSG00000103091,Q6PJI9,WDR59_HUMAN,16,WDR59,protein_coding
ENSG00000196981,Q86VZ2,WDR5B_HUMAN,3,WDR5B,protein_coding
ENSG00000178252,Q9NNW5,WDR6_HUMAN,3,WDR6,protein_coding
ENSG00000126870,Q8WVS4,DC2I1_HUMAN,7,WDR60,protein_coding
ENSG00000140395,Q9GZS3,WDR61_HUMAN,15,WDR61,protein_coding
ENSG00000075702,O43379,WDR62_HUMAN,19,WDR62,protein_coding
ENSG00000162643,Q8IWG1,DNAI3_HUMAN,1,WDR63,protein_coding
ENSG00000162843,B1ANS9,WDR64_HUMAN,1,WDR64,protein_coding
ENSG00000243710,Q96MR6,CFA57_HUMAN,1,WDR65,protein_coding
ENSG00000158023,Q8TBY9,CF251_HUMAN,12,WDR66,protein_coding
ENSG00000091157,Q9Y4E6,WDR7_HUMAN,18,WDR7,protein_coding
ENSG00000200817,NA,NA,11,RNU6-899P,snRNA
ENSG00000082068,Q9NW82,WDR70_HUMAN,5,WDR70,protein_coding
ENSG00000166415,Q3MJ13,WDR72_HUMAN,15,WDR72,protein_coding
ENSG00000177082,Q6P4I2,WDR73_HUMAN,15,WDR73,protein_coding
ENSG00000133316,Q6RFH5,WDR74_HUMAN,11,WDR74,protein_coding
ENSG00000115368,Q8IWA0,WDR75_HUMAN,2,WDR75,protein_coding
ENSG00000092470,Q9H967,WDR76_HUMAN,15,WDR76,protein_coding
ENSG00000116455,Q9BQA1,MEP50_HUMAN,1,WDR77,protein_coding
ENSG00000152763,Q5VTH9,DNAI4_HUMAN,1,WDR78,protein_coding
ENSG00000167716,Q562E7,WDR81_HUMAN,17,WDR81,protein_coding
ENSG00000164091,Q6UXN9,WDR82_HUMAN,3,WDR82,protein_coding
ENSG00000207507,NA,NA,19,RNU6-9,snRNA
ENSG00000123154,Q9BRX9,WDR83_HUMAN,19,WDR83,protein_coding
ENSG00000105583,Q9Y284,ASTER_HUMAN,19,WDR83OS,protein_coding
ENSG00000187260,Q86TI4,WDR86_HUMAN,7,WDR86,protein_coding
ENSG00000207227,NA,NA,22,RNU6-900P,snRNA
ENSG00000171804,Q6ZQQ6,WDR87_HUMAN,19,WDR87,protein_coding
ENSG00000166359,Q6ZMY6,WDR88_HUMAN,19,WDR88,protein_coding
ENSG00000140006,Q96FK6,WDR89_HUMAN,14,WDR89,protein_coding
ENSG00000161996,Q96KV7,WDR90_HUMAN,16,WDR90,protein_coding
ENSG00000105875,A4D1P6,WDR91_HUMAN,7,WDR91,protein_coding
ENSG00000243667,Q96MX6,WDR92_HUMAN,2,WDR92,protein_coding
ENSG00000140527,Q6P2C0,WDR93_HUMAN,15,WDR93,protein_coding
ENSG00000207323,NA,NA,3,RNU6-901P,snRNA
ENSG00000197748,Q8NDM7,CFA43_HUMAN,10,WDR96,protein_coding
ENSG00000196151,Q8N9V3,WSDU1_HUMAN,2,WDSUB1,protein_coding
ENSG00000142784,Q8N5D0,WDTC1_HUMAN,1,WDTC1,protein_coding
ENSG00000156795,Q96HA8,NTAQ1_HUMAN,8,WDYHV1,protein_coding
ENSG00000166483,P30291,WEE1_HUMAN,11,WEE1,protein_coding
ENSG00000214102,P0C1S8,WEE2_HUMAN,7,WEE2,protein_coding
ENSG00000253021,NA,NA,19,RNU6-902P,snRNA
ENSG00000103175,Q9HC57,WFDC1_HUMAN,16,WFDC1,protein_coding
ENSG00000180305,Q9H1F0,WF10A_HUMAN,20,WFDC10A,protein_coding
ENSG00000182931,Q8IUB3,WF10B_HUMAN,20,WFDC10B,protein_coding
ENSG00000180083,Q8NEX6,WFD11_HUMAN,20,WFDC11,protein_coding
ENSG00000168703,Q8WWY7,WFD12_HUMAN,20,WFDC12,protein_coding
ENSG00000168634,Q8IUB5,WFD13_HUMAN,20,WFDC13,protein_coding
ENSG00000101443,Q14508,WFDC2_HUMAN,20,WFDC2,protein_coding
ENSG00000124116,Q8IUB2,WFDC3_HUMAN,20,WFDC3,protein_coding
ENSG00000175121,Q8TCV5,WFDC5_HUMAN,20,WFDC5,protein_coding
ENSG00000243543,Q9BQY6,WFDC6_HUMAN,20,WFDC6,protein_coding
ENSG00000158901,Q8IUA0,WFDC8_HUMAN,20,WFDC8,protein_coding
ENSG00000180205,Q8NEX5,WFDC9_HUMAN,20,WFDC9,protein_coding
ENSG00000127578,Q96NZ8,WFKN1_HUMAN,16,WFIKKN1,protein_coding
ENSG00000173714,Q8TEU8,WFKN2_HUMAN,17,WFIKKN2,protein_coding
ENSG00000109501,O76024,WFS1_HUMAN,4,WFS1,protein_coding
ENSG00000156232,Q8TF30,WHAMM_HUMAN,15,WHAMM,protein_coding
ENSG00000212572,NA,NA,18,RNU6-903P,snRNA
ENSG00000252015,NA,NA,2,RNU6-904P,snRNA
ENSG00000109685,O96028,NSD2_HUMAN,4,WHSC1,protein_coding
ENSG00000147548,Q9BZ95,NSD3_HUMAN,8,WHSC1L1,protein_coding
ENSG00000207163,NA,NA,3,RNU6-905P,snRNA
